# Column 1  : time t
# Column 2  : kinetic energy E_k [=(u^2+v^2+w^2)/2]
# Column 3  : dissipation epsilon_t [=-dE_k/dt]
# Column 4  : dissipation epsilon [= nu ((du/dx)^2+(du/dy)^2+(du/dz)^2+(dv/dx)^2+(dv/dy)^2+(dv/dz)^2+(dw/dx)^2+(dw/dy)^2+(dw/dz)^2)]
# Column 5  : enstrophy Dzeta [=2 nu epsilon]
# Column 6  : mean square u^2
# Column 7  : mean square v^2
# Column 8  : mean square w^2
# Column 9  : mean square (du/dx)^2
# Column 10 : mean square (du/dy)^2
# Column 11 : mean square (du/dz)^2
# Column 12 : mean square (dv/dx)^2
# Column 13 : mean square (dv/dy)^2
# Column 14 : mean square (dv/dz)^2
# Column 15 : mean square (dw/dx)^2
# Column 16 : mean square (dw/dy)^2
# Column 17 : mean square (dw/dz)^2
   1.250000000000E-02   1.259574596175E-01   3.039017008468E-04   3.023040501140E-04   3.720649108559E-01   1.259568492888E-01   1.259568492524E-01   1.220693706112E-06   1.279268368191E-01   1.240184261275E-01   1.240208724533E-01   1.240184260917E-01   1.279268367626E-01   1.240208724173E-01   2.403589054195E-06   2.403588935146E-06   4.959065069708E-06
   2.500000000000E-02   1.259534898348E-01   3.039074479280E-04   3.023104370763E-04   3.720710390656E-01   1.259510487122E-01   1.259510487378E-01   4.882219659434E-06   1.279266818949E-01   1.240108376750E-01   1.240206240436E-01   1.240108377002E-01   1.279266819284E-01   1.240206240687E-01   9.613852173854E-06   9.613852488846E-06   1.983396011747E-05
   3.750000000000E-02   1.259495149448E-01   3.039234006092E-04   3.023265790583E-04   3.720890533387E-01   1.259440231246E-01   1.259440231996E-01   1.098356529577E-05   1.279291065327E-01   1.240007938573E-01   1.240228107647E-01   1.240007939313E-01   1.279291066093E-01   1.240228108378E-01   2.163056332637E-05   2.163056397305E-05   4.462043990532E-05
   5.000000000000E-02   1.259455348307E-01   3.039495602949E-04   3.023524784256E-04   3.721189550715E-01   1.259357731524E-01   1.259357731124E-01   1.952339658695E-05   1.279341106590E-01   1.239882991374E-01   1.240274325030E-01   1.239882990981E-01   1.279341106189E-01   1.240274324634E-01   3.845404973209E-05   3.845405019687E-05   7.931286037071E-05
   6.250000000000E-02   1.259415493890E-01   3.039859291663E-04   3.023881393854E-04   3.721607473542E-01   1.259262993558E-01   1.259262993592E-01   3.050006294680E-05   1.279416936809E-01   1.239733593157E-01   1.240344891078E-01   1.239733593191E-01   1.279416936853E-01   1.240344891109E-01   6.008519325507E-05   6.008519357554E-05   1.239042055041E-04
   7.500000000000E-02   1.259375585249E-01   3.040325113780E-04   3.024335674995E-04   3.722144350656E-01   1.259156027198E-01   1.259156027347E-01   4.391159541170E-05   1.279518557337E-01   1.239559820433E-01   1.240439808711E-01   1.239559820580E-01   1.279518557545E-01   1.240439808856E-01   8.652543312826E-05   8.652543332968E-05   1.783860753930E-04
   8.750000000000E-02   1.259335621548E-01   3.040893121117E-04   3.024887700724E-04   3.722800247919E-01   1.259036842997E-01   1.259036843020E-01   5.975570791356E-05   1.279645967241E-01   1.239361764410E-01   1.240559081858E-01   1.239361764433E-01   1.279645967266E-01   1.240559081877E-01   1.177767625371E-04   1.177767628698E-04   2.427486975351E-04
   1.000000000000E-01   1.259295602057E-01   3.041563381558E-04   3.025537558486E-04   3.723575248812E-01   1.258905453122E-01   1.258905453026E-01   7.802979652581E-05   1.279799167743E-01   1.239139532004E-01   1.240702716334E-01   1.239139531910E-01   1.279799167672E-01   1.240702716237E-01   1.538417328880E-04   1.538417331634E-04   3.169809198994E-04
   1.125000000000E-01   1.259255526127E-01   3.042335976451E-04   3.026285351620E-04   3.724469453997E-01   1.258761871324E-01   1.258761871494E-01   9.873094366491E-05   1.279978160806E-01   1.238893245649E-01   1.240870719843E-01   1.238893245817E-01   1.279978160983E-01   1.240870720007E-01   1.947234547286E-04   1.947234550373E-04   4.010702358283E-04
   1.250000000000E-01   1.259215393222E-01   3.043211001232E-04   3.027131198761E-04   3.725482981516E-01   1.258606113710E-01   1.258606113622E-01   1.218559112019E-04   1.280182950156E-01   1.238623043992E-01   1.241063102821E-01   1.238623043906E-01   1.280182950081E-01   1.241063102733E-01   2.404255932084E-04   2.404255934578E-04   4.950027499819E-04
