# Column 1  : time t
# Column 2  : kinetic energy E_k [=(u^2+v^2+w^2)/2]
# Column 3  : dissipation epsilon_t [=-dE_k/dt]
# Column 4  : dissipation epsilon [= nu ((du/dx)^2+(du/dy)^2+(du/dz)^2+(dv/dx)^2+(dv/dy)^2+(dv/dz)^2+(dw/dx)^2+(dw/dy)^2+(dw/dz)^2)]
# Column 5  : enstrophy Dzeta [=2 nu epsilon]
# Column 6  : mean square u^2
# Column 7  : mean square v^2
# Column 8  : mean square w^2
# Column 9  : mean square (du/dx)^2
# Column 10 : mean square (du/dy)^2
# Column 11 : mean square (du/dz)^2
# Column 12 : mean square (dv/dx)^2
# Column 13 : mean square (dv/dy)^2
# Column 14 : mean square (dv/dz)^2
# Column 15 : mean square (dw/dx)^2
# Column 16 : mean square (dw/dy)^2
# Column 17 : mean square (dw/dz)^2
   0.000000000000E+00   1.256720036326E-01   4.729958738868E-04   4.712700131764E-04   3.729620752964E-01   1.256720036326E-01   1.256720036325E-01   0.000000000000E+00   1.270380036720E-01   1.243206917656E-01   1.243206917656E-01   1.243206917656E-01   1.270380036720E-01   1.243206917655E-01   0.000000000000E+00   0.000000000000E+00   0.000000000000E+00
   2.134234139667E-02   1.256619448789E-01   4.729810695580E-04   4.712545697774E-04   3.729497063348E-01   1.256602968297E-01   1.256600330552E-01   3.559872866202E-06   1.270318136586E-01   1.243073013157E-01   1.243144255470E-01   1.243070412322E-01   1.270313312447E-01   1.243141647447E-01   7.043162322655E-06   7.043052166243E-06   1.439802363002E-05
   4.268468279334E-02   1.256518708799E-01   4.730119365176E-04   4.712837536551E-04   3.729722422713E-01   1.256447870669E-01   1.256447287862E-01   1.422590680862E-05   1.270324918926E-01   1.242865317078E-01   1.243150373540E-01   1.242864738694E-01   1.270324506753E-01   1.243149799358E-01   2.815260888215E-05   2.815255062247E-05   5.752089075886E-05
   6.402702419001E-02   1.256417861415E-01   4.730887234903E-04   4.713574577854E-04   3.730297053199E-01   1.256257166885E-01   1.256258539348E-01   3.200165971557E-05   1.270406969970E-01   1.242586449355E-01   1.243227404663E-01   1.242587806860E-01   1.270408584480E-01   1.243228759146E-01   6.334527633175E-05   6.334531168526E-05   1.293960766803E-04
   8.536936558668E-02   1.256316901189E-01   4.732114309274E-04   4.714757609174E-04   3.731221116167E-01   1.256032083965E-01   1.256033046301E-01   5.686721119350E-05   1.270564323044E-01   1.242237959804E-01   1.243376678112E-01   1.242238912149E-01   1.270565456217E-01   1.243377628972E-01   1.126132926504E-04   1.126133980103E-04   2.299338379967E-04
   1.067117069833E-01   1.256215804702E-01   4.733800434902E-04   4.716387015300E-04   3.732494823586E-01   1.255771521207E-01   1.255771968271E-01   8.881199259268E-05   1.270795513262E-01   1.241819188702E-01   1.243597001652E-01   1.241819630556E-01   1.270796131236E-01   1.243597443650E-01   1.759682536009E-04   1.759681904002E-04   3.590898009119E-04
   1.280540483800E-01   1.256114596187E-01   4.735946305843E-04   4.718463438637E-04   3.734118716801E-01   1.255475729692E-01   1.255475261895E-01   1.278200787425E-04   1.271100848742E-01   1.241330951978E-01   1.243888566099E-01   1.241330489457E-01   1.271100326049E-01   1.243888104246E-01   2.534249111579E-04   2.534249078406E-04   5.167976713516E-04
   1.493963897767E-01   1.256013225591E-01   4.738552629970E-04   4.720987588020E-04   3.736093258107E-01   1.255143968405E-01   1.255143764776E-01   1.738718001555E-04   1.271479339524E-01   1.240773193973E-01   1.244250603200E-01   1.240772992401E-01   1.271479101450E-01   1.244250402279E-01   3.449999343748E-04   3.449999010499E-04   7.029730901157E-04
   1.707387311734E-01   1.255911717764E-01   4.741620491552E-04   4.723960510698E-04   3.738419270468E-01   1.254776915835E-01   1.254777059314E-01   2.269460379326E-04   1.271931706548E-01   1.240147384544E-01   1.244683733690E-01   1.240147526274E-01   1.271931827510E-01   1.244683875534E-01   4.507172627496E-04   4.507171889327E-04   9.175265092868E-04
   1.920810725700E-01   1.255810050037E-01   4.745150707914E-04   4.727383480365E-04   3.741097573044E-01   1.254374941434E-01   1.254374985571E-01   2.870173069111E-04   1.272458112752E-01   1.239454795418E-01   1.245188300910E-01   1.239454839353E-01   1.272458193680E-01   1.245188343629E-01   5.706031292885E-04   5.706032478781E-04   1.160348986190E-03
   2.134234139667E-01   1.255708225281E-01   4.749144686189E-04   4.731257864866E-04   3.744129213094E-01   1.253937887373E-01   1.253937965976E-01   3.540597214001E-04   1.273058403210E-01   1.238696294479E-01   1.245764097623E-01   1.238696372329E-01   1.273058486918E-01   1.245764174292E-01   7.046914471869E-04   7.046915034971E-04   1.431330368744E-03
   2.347657553634E-01   1.255606238109E-01   4.753604073435E-04   4.735585222155E-04   3.747515348207E-01   1.253466050033E-01   1.253465999566E-01   4.280426618278E-04   1.273732811100E-01   1.237873309867E-01   1.246411405964E-01   1.237873259897E-01   1.273732664546E-01   1.246411356393E-01   8.530191562690E-04   8.530190354156E-04   1.730341727215E-03
   2.561080967600E-01   1.255504082672E-01   4.758530193066E-04   4.740367384092E-04   3.751257266729E-01   1.252959418759E-01   1.252959404734E-01   5.089341851962E-04   1.274481010739E-01   1.236987061560E-01   1.247130186073E-01   1.236987047618E-01   1.274480934136E-01   1.247130172385E-01   1.015627837502E-03   1.015627794353E-03   2.057245235120E-03
   2.774504381567E-01   1.255401762765E-01   4.763925004775E-04   4.745606392309E-04   3.755356431141E-01   1.252418268508E-01   1.252418266053E-01   5.966990968940E-04   1.275303230380E-01   1.236039175051E-01   1.247920709440E-01   1.236039173521E-01   1.275303200098E-01   1.247920705366E-01   1.192565594229E-03   1.192565908403E-03   2.411892607775E-03
   2.987927795534E-01   1.255299261623E-01   4.769790620407E-04   4.751304317241E-04   3.759814391925E-01   1.251842767984E-01   1.251842757278E-01   6.912997983507E-04   1.276199634165E-01   1.235031257779E-01   1.248783132000E-01   1.235031246961E-01   1.276199556953E-01   1.248783122402E-01   1.383884367612E-03   1.383884204941E-03   2.794125226502E-03
   3.201351209500E-01   1.255196599471E-01   4.776128961923E-04   4.757463688181E-04   3.764632910693E-01   1.251233112351E-01   1.251233127306E-01   7.926959284560E-04   1.277170045983E-01   1.233965052086E-01   1.249717670462E-01   1.233965067131E-01   1.277170026933E-01   1.249717684598E-01   1.589641201788E-03   1.589641250642E-03   3.203770851396E-03
   3.414774623467E-01   1.255093737580E-01   4.782942646533E-04   4.764086801538E-04   3.769813758626E-01   1.250589496597E-01   1.250589501140E-01   9.008477423307E-04   1.278214753917E-01   1.232842392034E-01   1.250724480545E-01   1.232842397571E-01   1.278214688125E-01   1.250724482453E-01   1.809902888852E-03   1.809903185004E-03   3.640662046823E-03
   3.628198037434E-01   1.254990707968E-01   4.790233897618E-04   4.771176660880E-04   3.775358995285E-01   1.249912165330E-01   1.249912183359E-01   1.015706724797E-03   1.279333558042E-01   1.231665253413E-01   1.251803900247E-01   1.231665272756E-01   1.279333629955E-01   1.251803912809E-01   2.044732433056E-03   2.044733135514E-03   4.104593047194E-03
   3.841621451401E-01   1.254887487957E-01   4.798005794997E-04   4.778735997474E-04   3.781270686719E-01   1.249201352544E-01   1.249201352523E-01   1.137227084749E-03   1.280526915849E-01   1.230435686452E-01   1.252956167839E-01   1.230435686982E-01   1.280526838709E-01   1.252956166489E-01   2.294205718548E-03   2.294205877558E-03   4.595374443668E-03
